Rattings,Review
2,"THE WORST PRINTER>I'll keep it short.PROS:-Prints at a good speed and good and easy Printing.  Get many pages from one Cartridge.-Good for printing a huge pdf at once.Cons:-Wi-Fi range is a line of sight. If Laptop in another room it would take a long time to get the information of data to print.- Blacks are not deep black, even if it's not on Eco mode.- I have a dual router at home that is 5Ghz and 2.4 GHz for my internet. So when you using this on wifi, the printer will only connect to the 2ghz one. So you have to disconnect the internet on your device and connect to the Printer wifi and then print.- Printing on wifi is a SLOW process. The times I needed to print something quick its never been able to just work.If you using only for USB or cable only then it might be good.- The scanner has been getting some black staining inside which doesn't reproduce the best quality scans.In short, this is the last time I am purchasing HP as a printer brand.The Fact that to print 1 page I have to go through so much, doesn't classify this a friendly printer at all."
5,"Fantastic Product. I haven't seen a better HP LaserJet Pro with such cool features. It has wifi, lan connectivity. I can print from my phone laptop any device wireless to the machine. And it shows up instantly. Moreover the whole setup process was a breeze. I would not have got a better HP Laserjet product with MFP capabilities at this price. Hats off!!"
1,"Waste of such a huge amount of money as the print is not working when i fill up powder, when enquired with customer care they are just asking to buy Genuine cartridge which cost 4000/- which in no way a normal individual can afford."
5,"This Printer is best suitable for the Office purpose who can use Monochrome (Black & White) color printouts.PROS:1. Best Print Quality.2. Faster Printouts.3. Scanning - Quality is Good.NOTE: For getting the best scanning quality, we need to use the Software and Adjust the BRIGHTNESS and CONTRAST to get the Scanning with High Quality.PRINTER's DEFAULT SCAN SETTING WILL GIVE YOU THE WORST SCANNINGS. SO, BEFORE SCANNING PLEASE MAKE SURE, YOU HAVE SET THE BRIGHTNESS AND CONTRAST IN THE HP PRINTER SOFTWARE.4. Wifi - Connectivity - Best - Tested in Android Device through the App HP Service Plugin.CONS:1. Printer's Display doesn't have Back-Light. So it is very difficult to work in a dark environment. At this price range, they would have given the Back-Light for the Display.2.Unable to Update Printer Software. Whatever the software which comes in CD will be usable. This is the hassle which I faced."
1,"It actually took me more than 6-7 days to set this up before I finally tried to get some help here, no customer service at all! finally with permutations and combinations I was able to resolve it on my own. Print quality is ok, not that great. With wifi signal you have to struggle and find out IP conflicts etc, and its not easy to install at all. The print quality is ok. They send very less ink in the cartridge. within 3 days I had to buy a new cartridge."
5,"Print Quality :  Perfect print quality... don't know how many papers it I'll print...in printing reports it showing approxly 500 pages remaining to print...once the toner got over I'll update...Packing :  I didn't expect from Amazon, that packing was worst condition since it was Amazon fulfilled...just they sticking the shipping label over HP box and sent to me...due to this product can be easily damagedInstallation :  Easy to install...use you tube videos to install...WiFi:  Smart...very convenientAppearance : bit older model"
4,"Overall good quality ,have searched a lot about a printer with scanner for home usage purpose ,go through various products like intjet ,inktank and laser ,also have personal usage experience for the ink jet printers they are low price initially but the cartridge cost is high and u have to use it regularly otherwise its dried up ,So m confused between laser black and white or inktank colour ,but after going through various reviews online pushes me to buy laser printer ,black and white and i dont have much requirememt for colour printing ,so initial cost for this printer is some what higher then both other competitors but the maintainance cost is less as said overall ,so finally choose this one ,those who want to use colour printing photos prinitng can go with inktank also its printing cost is lesser then inkjet ,This is initial review will edit up after some more usage ,till now happy with my product ,as it has wifi connectivity ,also have scanning option ,and moreover easy to installl urself ,One kore thing want to add on this review for newbies like me u have to install urself no demo will be provided so go through material provided ,and thanks for making my review usefull ,enjoy"
1,"Easy to install , wifi hooked up easily.After a few pages , the print has become very light.Noway could the cartridge be over so soon.Has been very difficult to get in touch with hp service centre.No idea what to do. The 1800 number on Amazon is not working.. will have to go to local printer guy cause of no transparency in customer service."
4,"I found the HP LaserJet Pro to have good printing, scanning and copying characteristics. However I was not happy with the LCD display which is given. It is very difficult to read the content given the size of the letters and the fact that it is dark. I think a backlit LCD would have made much better sense. I had to use a torch to read the content each time......"
2,"Wifi is for direct print/connection only, not to the wifi network. There is no duplex for this, and the latest HP Smart software does not work for this.Luckily we do not print much, so this printer does the job, but when you look at it, it feels that it was technology from 3-4 generations ago. It's a little expensive for what it is, but seems that when it comes to printers, India does not sell the latest printers/ranges at affordable prices when compared to purchasing in the UK.During scanning the printer sometimes resets itself, which is a pain when scanning 10+ pages manually and having to restart after the printer resets."
4,"Model - M126nw. Professional tip: Always purchase an extra perfect toner with your new printer :)My Quick Find outs are - stars:1. Good Toners effectively accessible at just shy of 500 INR on Amazon so no stress over printing cost.2. WiFi arrangement and remote printing is very simple (by telephone or workstations)3. Utilizing it as system printer atm (by LAN port in my little office)4. Print quality is wonderful 5/5 for that5. Photograph Copy/Xerox are so fine, get befuddled which one is unique in the event that I duplicate (if duplicate b/w)6. Examining quality is pleasant as well.Cons:A few interesting points before purchasing this printer:1. Incapable to duplicate/examine huge size of papers (legitimate size)2. No backlight in computerized show screen"
4,"Great thing I feel is wifi printing and scanning. Good printing quality, easy to install, fast printing.I would like to tell you how to install printer through wireless at home1. Unbox your product and remove cartridge inserted in the printer2. Remove paper strip and a plastic cap from cartridge. Insert cartridge into the printer3. Keep your WiFi switched on and power on the printer. Do not connect printer to computer through usb cable4. On printer console switch on the WiFi switch. (There will be a WiFi icon on the button)5. On printer LED display you will see ""searching for WPS"".  Your WiFi has WPS switch so switch it on.6. Printer will be connected through WiFi and an  address will be displayed on printer LED.7. Insert your CD in the computer and do as directed. When it asks for Mode of connection then choose wireless instead of usb cable.8. Your computer will automatically detect printer then go next.9. After few minutes your printer will be ready  Any device (mobile, laptop) connected with your wifi can operate your printer."
1,Poor after sales service follow up. No representative of HP came even after following guidance given by Amazon executive of getting the product registered with HP. Had to separately spend Rs 1K to get someone from local market tech shop to help in the complex installations process. No one picks call at HP service customer care. Otherwise printer is as described and good. Installation with wifi and mobile installations are tricky
5,"bets printer in this price rangepros:1.quality printing.2. comfortable weight and build.3.easy installation.4. wireless printing, mine is from iphone. hassle free connecting also from laptop and desktop.cons:1. display of details in the panel needs a torch pointed at it. should have had a better display.2. should have had a dust cover.Overall a great printer"
1,"Printer stopped working after 2 weeks, when called HP support after 1hr of requesting, they agreed to send service guy.He gave us shock of life when he told Toner is empty, after printing only 200 pages.He said toner needs to be replaced.How it is possible?? I can’t return product as return window expired. What options I have??Never buy on Amazon.Never buy on Amazon."
1,"Beware , manual duplex printing means you have to physically turn the paper for back side print. Brother printers are better as same is available for much cheaper price. Don't commit the mistake what at least I did . Many Thanks . Cheers"
5,"It is a Back & White printer. I ordered thinking its a color printer..The Packaging and delivery was perfect no flaws in it. The installation was very tricky. Had to go through a lot of youtube videos to try setting it up using WiFi, but it did not work for me.Best thing to do is connect your printer to laptop using the cable and follow the instructions. Could setup the printer on my WiFi network without any issues. Print quality is ok may be because I am using a 100 gsm paper which is off white. But it does the job for home use or may be a small business setup."
5,"Received printer in original packaged and good condition. Printer received before delivery date. After unpacked printer found intact and properly sealed. Printer is using since 3 days, running smoothly. I am happy and thanks to Amazon."
1,"HP service is VERY POOR. This printer, is not a plug and play printer. It is impossible to install using the manuals which accompany the printer. One year Warrant covers only remote offsite support. Even after 4 months of purchase, HP could only establish printing and scanning through USB. The basic purpose of purchasing a printer with Wifi Connectivity is LOST, since the feature could not be configured by HP after repeated attempts.Providing FEEDBACK to HP is also to no avail. They are not proactive and have not ever bothered to check back with the customer based on feedback. DISAPPOINTED with HP service and support.I DO NOT RECOMMEND ANYONE TO BUY THIS PRINTER. If you do, please do so at your own risk.Print quality is good. Only One page at a time can be scanned. this is a limitation."
1,"Worst worst worst, The print is very light colored, have to change drum within 2 days as drum is not ij warranty, photocopy is very light colored.... The input tray is damm loose built, you put the papers & it get shattered everytime ... If you keep it in idle mood, its get switched off easily and you have to turn it on again for work,Sometimes it doesn't print & you have to troubleshoot the program for printing.. not recommend for hig usage such as 700 print per month... Barcode not printing in .rpt files."
2,"It is very hard to setup. I am a techie and an engineer. Still, it is hard to set up this printer.1. It does not easily install drivers on computer.2. It does not connect easily to wifi for printing.3. It does not easily create a wifi hotspot to connect to for printing.The printing part if fine. There are not enough options for formatting what you have to print. It's all very basic printing.I would not recommend."
2,"The print quality is pretty good however, the copy function is quite bad and disappointing. Direct wifi connect is really difficult to achieve. I even called a HP support personnel to get the direct wifi installed. But it still does not work. It is not compatible with all operating systems or even with Android phones. My personal recommendation would be to go for different printer."
5,1. Easy to install. Just go through the instructions given in the booklet provided to you.2. Great look and attractive model from HP.3. Print from any device from anywhere.4. All in one printer makes your work easy going and hassle-free.5. WiFi connectivity help you go to wireless printing.6. Fast printing (only a few seconds)7. No printing noise8. Prints smooth like butter.9. Easy to operate an LCD panel with a clear display.This printer is suitable for offices only. Don't buy for home use at such a high price. I bought it at NO COST EMI. Thanks to Amazon Pay Later feature.
4,"Connect to it via USB or Wifi Direct and you are able to configure everything using a web browser.  You need to enable the Wifi Direct using the panel in front.The biggest problem comes afterwards from HP itself.  They have their own ""Easy Start"" software for the MacOS which is out dated and doesn't work with latest version of MacOS 10.15.7.  Moreover, it enables with HP web print service which is not required. My suggestion is not to install any custom HP software for this printer on the MacOS and just use the built-in drivers.Everything works fine once it is setup and it is surprisingly quick."
4,"I have been buying HP printers for last 15 years. This is my 4th product at home. Happy as always but the value for money is missing. Software are on CD and none of my family members have CD reader in laptops so had to download from internet on each system. Moreover setting up was little difficult, especially wifi printing setup. They did not provide any guide or tutorial for that."
4,"I purchased this for home and very happy with this. Print quality is okay. What I liked is the wifi connectivity. Once connected using WPS on the router, it gives seamless printing access to all android mobiles, tabs and laptops in the same network. This is apart from the USB connectivity. One can print without connecting to router also - printer can be directly accessed through its wifi host from any device.However, HP's printer software suit installation took very long time. I think it is packed with so many unnecessary things. Once installed, my desktop and laptop started crashing and slowing down (Windows 10 OS). Issue got solved when I removed everything, retaining only the drivers. Not sure the criteria only with me!"
1,"This product is a big blunder. HP recommends the customer to change the toner if there is thin printing. If we look logically the printer costs around 16k and the toner costs around 4k, think of this, if a customer needs to change the toner as and when it gets finished for 5 cycles he need to spend more than the value of the asset on maintenance 😞😩😩. I strongly recommend not to purchase this."
4,"I was looking for laser jet without scanner and to my surprise not many options hence went ahead and bought this. I am glad that I have purchased this. The HP Smart app is simply amazing and with WiFi direct it works like a pro. I now use the scanner more than printer to scan and upload my kids h/w. Only disappointment is I am unable to pair with my WiFi, followed the steps but still doesn’t work. Got similar feedback when I did a google search. Another drawback is very expensive for a b/w printer."
2,"Regret to buy this Printer. There is no background light in the display. Very difficult to see what is being displayed. Print quality & Copy quality is worse than the HP Inkjet printer which I have been using. Duplex printing is not working. Since I started using the printer after the expiry of the return window, I could not return the product."
3,"The print function on Wifi was easy to install and works well. The challenge is to get the scanner function on the wireless. I spent over three hours, installing various drivers, HP scanning application and HP printer and scanner doctor but the issue is unresolved. As of now, I can get the document scanned and displayed on the screen but the app does not permit me to save the pdf file on my computer disk. Also, a simple 200 dpi scan took a fairly long time. I also read that there are certain issue in connectivity of this printer when using Windows 10. All this is pretty frustrating. I wonder if someone has solved the wireless scanning function for this printer linked to a windows 10 laptop else I regret having selected this model."
4,"Very much disappointed by the seller who didnt even pack such costly (to me at least dnt know about seller, he might have billions dollar) device in corrugated box or wrapper. It shows carelessness towards prepaid customers. I was not on sopt otherwise I would have returned the product and ask for refund. When I came to the place and opend the box what found is bottom side on top. Very bad experience so far with Amazon. I will never recommend and even if someone is going to buy from this seller make sure you select Cash on delivery bc once you pay them they will treat your products (basically your money) like wastage. So be careful.Now let jump straight to the product: Once you set your mind to purchase this model make sure you have good eye sight bc it doesn't have any light on screen which may affect your experience after purchase just like me. I didn't expect letters are such small so it's hard to see. Printing quality is moderate, have better experience with model M1136(very very satisfied, after 7 years and still running like a mad horse) which will save your 3k easily. Configuration of Wireless connection is really headache however somehow managed(you need seperate router), connection with smartphone: Haaaa!! I still wondering how it works, your phone could find the wifi of printer and ask for security password...but here is a twist..there is no password anywhere mentioned. You have to be Sherlock Holmes to find wifi password. Gist: Do not waste your hard earnings and go for Laserjet M1136 if you dnt need wireless printer and spend that extra 3k for poor old beggers or stray/injured animals through funding. BTW money is yours do whatever you want to do.."
5,"Took the advice of a local printer ink refilling dealer, regard this model. No regrets, works beautifully. The most painful thing was getting the right driver software. It took almost one day of searching multiple google links to find the right driver software. The one given in the installation manual is outdated."
4,"Just delivered the product yesterday... Installation process i found it difficult..The setup installation I installed from website since CD setup was showing error.Normal setup via USB was okay to setup.But I struggled a lot in setting up wifi...Gone through many YouTube videos for the same..Its working good now..Pros:Scan, copy,print in one deviceWireless option available.Cons:Device little heavy.Setup installation was difficult.Slightly pricey than other devices.Hopefully all should be worth it.Reducing one star due to setup installation."
5,"I was skeptical for buying such a costly, big amd an important electronic item online. But it was at very less price and a big discount. So i dared. To my surprise it came pretty soon and the package was well intact, the product was brand new, easy to install. The installation was done within half hour in my office."
1,"Worst printer, printing quality is low.Toner come along with the printer is used one. It list only for 400 pages.If you want to buy new toner, it cost around 5000 rs and it gives only 1500 pages.To costly to print.I didn't recommend this printer.Worst customer care service.Compared to this taking prints from out side is more economical."
4,"Pros:Works as expected.Wireless printing is supported on multiple platforms. Android, IOS and Windows.The HP smart app is really great.HP e-print service seems really helpful when not around the printer.Cons:Prints, especially the copies can lack contrast. A quick change in contrast settings should fix that immediately.The display has no back-light. Hard to see if the display isn't close (+- 30cms) to eye-level or when in dimly lit areas."
4,Bought for Rs.2099.00. Print quality is good. Low cost printer. Cartridge ink quantity is low. Best used with a CISS(Ink tank) as shown in photos.
4,"The delivery was really good and fast and it came in a proper package. Nothing was damaged. I really like the printer because it has great print quality and is easy to use..Not much complicated.But the cartridges in the packing are canon pg745s and pg746s which are small size..I have taken 11-12 colour prints and now the indicator is saying that the colour cartridge is finishing. So I am really disappointed by that. But overall its a really good product.This was my first printer so I like it very much. The total prints I took are 55 n now its saying tht the cartridges r empty..PS. U can take 5-10 prins even aftr it says the cartridge is empty!Tips- Buying new cartridges every time is going to be really expensive. I have had the printer for like 8-9 months now, so if you are looking for a cheap option buy good quality ink and just refill the cartridge! It works wonders!"
1,"A most unreliable printer. One is never sure whether it will just go ahead and print/scan or come up with a number of excuses.Keeps on giving Low Ink warnings when there is plenty of ink left in the cartridge. Prints hardly 25 pages on a set of new cartridges. The built-in adapter makes sure that the whole machine goes kaput in case of a power surge, because you cannot replace only the adapter."
1,"noisy, returened after purchase."
1,"Very very very worst experience with this canon printer I had this is my 2nd time to buy and return this product it has used cartridges, without CD no warranty card nothing.open product full of dust and fingerprints are clearly seen on this product such a bad experience this printers has given"
1,"The packaging was superb, the delivery was smooth and the order arrived very fast.  The only problem was the product was defective.  So I sent it back and got a replacement.  That was also defective.  So had to return that also!!! What more need I write about the quality of the product?"
2,"You have to buy a cartridge every time, which almost cost 25% of the printer pricing every time for a single cartridge. It is better to buy an ink flow printer rather than cartridge-based printers"
5,one of the Best printer right there in  Market if u are gonna be under 2500 RsBest for home usageand Photo Copy and Scan is Too fluentDont believe in FAKE REVIEW just buy it without any thought✌️✌️Cartrige Refils are also cheap and Good than The HP oneBETTER TO GO WITH THIS THAN HP deskJet 2131👍🏻
2,Print quality I like but packaging and moc wasn't so good
4,"Pros : 1. Prints are great2. You can print in 'High' Quality3. Scanner is great for home use.4. You can modify it to tank printer if you are tech-savyyy.5. It can print a card also, ie. visiting card or else. Obviously you should not expect to print Masonite Board.6. It works fine with local printer color also.  You can find it in amazon.7. It is so easy to use as xerox, my granny now using it.8. Canon software support always great.Cons : 1. You can not do 'Fine' print.2. In each size of page 1.5cm will be blank. You cannot avoid it whatever you can try with software and page size.3. Larger than A4 cannot print.4. Obviously printing color-consumption is high, it is Inkjet.You can buy it if you want to use it in home only."
4,"Honest Review- I have been using this printer (MG2570s) for a couple of months. The print quality is good. This printer mainly focus for home purpose so dont expect much. Printing speed is bit slow that too if that is a colour print it will consume lot of time and you need to note one thing is that it will not Print from top to bottom tip of any page, itll always leave 10% space in the bottom of the page not sure why it cant print the bottom end of any page . so if you're going to print anything from top to bottom end of paper make sure u resize it.Coming to the Ink deatils, i used the stock ink which was good. but that will run out way quickly if you print in High Quality. If you want to buy a genuine ink that'll cost around ₹800-₹900 for small catridge both color and black. Alternatively you can fill using local Ink to it (hope you have seen some YouTube videos) but the printer will always indicate that its running out of ink even if u fill ink in your catridge. Cannon will force you to buy a new Catridge at on point.Scanner is a plus. scans image/docs without any issues.Overall i would say its an OK product. make sure u download the proper driver from website has a bunch of tools will be available for photo printing, if you're looking for low cost home printer definitely go for this."
1,Very bad fine Cartridge.... Change cartridge...loss of many
1,This is not printing anything when it enter paper in it comes nothing is printing on the paper
5,"Value for money. I've been using the same type in my home country. You get a black and colour cartridge inside the box as well, so no need to buy the cartridges separately, however I added my purchase with each black and colour cartridge for backup. I'm using it for my son's school task and to scan/copying personal files"
5,"loving the quality of the printer...recommended... u can go for it... cons- size of the cartridge is too small for professional users.. but we can hav a rectification for that too... so without any hesitation u can go for it....just buy this and use from ur hand... don""t go through any reviews..it beats the quality of epson higher end models literally...."
5,THE THING I DIDN'T LIKE THE MOST THAT I DIDN'T USE THIS PRINTER MORE THAN 1 MONTH BUT THE PRINTER'S CARTIDGE IS BEEN DAMAGED AND NOT WORKING PROPERLY.AND I AM ALSO HAVING 1 YEAR WARRNTY OF THIS PRODUCT(PRINTER). SO I AM PLEASE REQUESTING YOU TO DO SOMETHING FOR MY PRODUCT EITHER CHANGE IT OR REPAIR IT.
4,Fulfill my requirement
5,"Dear friends,After buying this printer cartridge cost goes high So,  you can refill your ink cartridges with the help of YOUTUBE.  All over printer is too good.Thank you."
2,"Print quality is average, it is typically hard to use an inkjet printer like this. My bad experience goes to value for money as the printer which I received, was damaged and non working. First, I decided to return but then I thought to complain in customer care. An engineer came up in my shop, did something and it starts working.Dear Amazon, please complete a proper quality check before you packs the products for the customer like me so that the customers like me, could leave some positive feedback.Thanking you,"
1,"Dear Guys don’t get cheated by buying this product. Don’t see any of the other comments, my personal feedback worst printer I ever had. I took maximum 10 sheets print and the cartridge emptied. You will be spending all your money for buying catridge. Don’t buy this kind of cheap product at all , I missed the opportunity of return, due to COVID I open the box after 5 days..."
4,"Good product with budget price. Compact and lightweight. Only issue is The cartridge, company provides 2 cartridges in the box which are 245s and 246s. These are Small capacity cartridges and do not last for more days."
3,Ink consumption is very high  one full Cartagena unable to print 20 copies colour.30 copy of b&w.
5,"It would be good to mention that the capacity of the ink cartridge is low - can only print about 60 pages, after which a new black cartridge costing approx Rs 650/= is needed. Buying a colour and a black cartridge will set you back by about Rs 1,150/="
2,"Even though printer is reasonable, it catridges cost half of the printer's price. And the main thing is, if someone is buying for occasional use please don't buy inkjet printers. It will get damaged if it not printing daily."
5,One of the cheapest printers available in the market and it's worth every penny. The scanner works very well and the print quality is also decent. The software is also pretty swift and easy to use. Cartridges last longer than HP printers. Overall a must buy !
1,Most worst product I used just twice or thrice and it's stop working. Don't waste money on this product
4,Print quality is good for home usage. Setup was easy but take a long time. Latest laptops don't have cd reader so drivers need to be downloaded from website. Once setup it's easy to use.One negative feedback is for seller. They sent used ink cartridge instead of new one. Black ink was empty even before driver installation
1,Printer is defective it is not working not giving any print one light of power on/off is blinking others are not quality is very bad not liking other that that black ink cartridge is not working it is dry not giving any ink i m very dissappointed with this product not expecting this from amazon kindly return it
1,Don't fall for the affordable price of the product. The cartridges are too expensive to buy and they last very little. All videos related to refilling the cartridges also don't work. At least none worked in my case.
1,"I have ordered this product but found this printer is not detectable in my laptop . Later I have figured out it's a problem with the printer hardware data cable port but everything is fine with my laptop . Such a sheer waste of time , effort and money."
1,This is a waste printer.I hardly took 8 pages  and then the both cartridges (black and colour) were finished. A cartridge costs around 600 INR and it only lasts for about 7 to 9 prints. I don't know why canon is selling such a worst product. I request you not to buy this product.
4,Print quality is good (not recommended for people with studio profession).Original ink cartridge cost way too much so one should refill them manually with substitute ink.
3,THIS PRODUCT IS GOOD TILL THE CATRIDGE IN IT BUT AFTER CATRIDGE ISOVER THEN REST OF FEATURES DIDNOT WORK AND ALWAYS ASKING TO CHANGE THE CATRIDGE EVEN TO SCAN. SO I SAY NOT TO PREFER THI TO BUY ONLY TRY TO PREFER INKTANK PRINTERS
2,Printer cost is cheap compared to other.print quality is good.but the major disadvantage is the cartridge gets empty within 20 A4 size prints company should look into it when they claim that the cartridge last for 100pages also the cartridge prices are expensive
1,My cartridge ran dry after printing only around five pages. Replacement costs around Rs. 500. Canon should withdraw this printer from the market.
3,"After printing 35 pages it gives black ink warning. But in product details, it is mentioned that with one cartridge of ink you can print 200 pages."
5,Excellent product meets all requirements q zzz
1,"Total waste of money as I got fully damaged box in rain and broken parts in printer inside. Evidences of Repackaging done and seems used product as product is full of dust. Warranty card, product book are torn."
1,Terrible experience. Not getting installed itself. I had bought an HP printer which was very easy to install - started working as soon as I plugged it in. I feel cheated on purchasing this canon product. Useless product.
5,Printer is good but catrige ink is showing half i have taken 20black print only
5,"HP 319 ink tank printer review -1. Purchased for 9700 Rs during Prime day sales2. Delivery was done next day of order.3. Installation process is quick and easy. Many YouTube videos available. Can ho through.4. Print Quality is Excellent and great.5. Scanner is very fast. Scans and prints within 20 sec for B&W and 40 sec for Colour6. Printing speed is ok. 7-8 Prints for B&w per min and 3-4 Prints for Colour.7. You will receive 2 Black ink bottles of 170 ml each which will print minimum 8000 pages of b&w practically which is very decent. Tricolor bottles of 80 ml each will print upto 3000 - 3500 colour pages of decent quality.Why i opted  HP 319 and not 310 or 315??Because it has 2 ink bottles of 170 ml plus blue design. 310 and 315 has only 1 bottle Rest everything is same in all 3.Why i opted  HP 319 and not 410,415 or 419???319 does not have Wifi whereas 410,415 and 419 has wifi and you can print from mobile and will cost you minimum 3000 compared with 319. I dont have any use of Mobile printing and hence opted for 319. If you want to buy Wifi Printer, go for HP 419 as it is top model and 2 ink bottles of black with it as in case of 319.Why not Epson, Canon or Brother ????I liked the design and sturdiness of HP Printer and there were negative reviews and feedbacks about these 3.So i hope my review will be one stop guide for all of you.Thank You 😊"
1,Service provided by HP is very poor .don't buy this product .I bought this printer 319 ink tank just 15 days back I have got a printer with damaged color print head .HP  company is neither replacing my print head nor providing service ...I feel am betrayed by Amazon and HP company am planning to sue them I won't leave them that easily
5,Great product I love it very much. Cost saving easy handling WIFI printings gives a hassle free operation from mobile devices or from your computer/laptop even you can create a unique email id with HP and send email like FAX on this printer from anywhere in the world and it gets printed.
5,First of all thanks to Amazon to gave me a quick delivery..This printer is1.Easy to handle2.Easy to install3.light weight and reasonable size4.Easy to print and scan5.Printing speed &Wireless connection Printing is low .Totally Am happy with this advance HP419 model printer.
3,"I am using it frim past 1 year.After 1 year Printer Head will stop working i.e. immediately when warrenty ends.U have to buy a new one of Rs.3500/-.Also you need to take printouts with a regular interval not more than 7 days, otherwise Printer's head will also stops working."
4,"I am using HP 5811 for more than 2.5 years. Now I am using this HP319 from August,2020. Print Quality is same. The problem comes after a few days with Black Prints as mostly we all take black prints more than color. Still, it is surely value for money!! You can use it 2 and half years / 23000 pages yield which comes first. More I can say, It is much better than Epson Tank Printers, which I used earlier."
4,"Good things:- Looks great!- Build quality is great- Input and output tray folds inside the printer. So you can cover it up properly when not using. There is a cover to protect the input tray when the paper is not kept, this is very useful to prevent dust and particles going inside.- Spill free ink refilling- Good quality print. Photo prints are good too. But this is almost similar to cheaper inkjet printers.- Installation process is not that difficult- Makes less noise and vibration while printing- Scan and copy speed is very good.- Claimed page yield and per page cost is very less. Should be a very economical printer.Bad things:- Black print head started showing error the next day. I called HP support, they assigned the call to the local support partner who came and replaced the head in the next working day. (I called them Saturday and they came on Monday). I didn't wanted to raise replace or return to Amazon as the replacement printer could get some issue too. Overall I'm happy with the support. This is a good thing but the fault is under the bad things list.- Print quality is like any other inkjet printer, nothing special (at this price point). If you need the best quality black prints, go for laser printer. Not a bad thing but I just want to set your expectation.- The driver and main printing software called ""HP Smart"" is only available through Windows Store. In one of my laptop the Windows Store is not downloading the app (not sure what is the issue, I tried tons of troubleshooting steps but none of them worked). From HP support portal you can download basic driver and printer software but the experience will not be the same as the HP Smart.- Ink Tank printers are expensive. This is similar to any Officejet printer with an additional tank and ink flow mechanism till the print head. Wireless models are too expensive, Rs. 3k extra. I wanted to buy the wireless one but paying 3k is not worth it. If you are someone who use computer all the time there is no point of buying wireless one. You can easily connect the printer with USB cable and print. Wireless printers have mobile printing feature which can be useful for some people but not for me.Recommended things:- Use good quality paper. Cheap papers can result in ink bloating at the edges of the lines or texts.- Keep the printer covered properly, save it from dusts.- Use the printer regularly. These kind of printers are not recommended to be kept at home without using it for long time. The print head, ink pipes etc. will get dry and you need to spend on maintenance.- Use HP original inks, those are not too expensive."
4,Light weight.. easy to use .. perfect for personal use.. print clarity is awesome.. only one issue it doesn't have a software installation cd. If you are unable to download the hp smart app in ur pc follow the instructions by support. Hp. Com
4,"The printer seems to be good, easy to install and quality of print is also good. It has been a month of usage, and so far no issues.I had purchased it for 10.5K in May 2021 and installation was done based on video shared in WhatsApp by technical support team. I am able to take printout via OTG connected to Android phone as well. It also works with windows laptop connected via USB, I am yet to try with Mac laptop. I am regularly using it as ink tank printers have to be used regularly on daily/weekly basis.Pls go through your current & future needs and based on that purchase the correct type of printer - inkjet /advantage, ink tank or laser"
2,"Initially Installation was a problem. The Guide given alongwith the Printer is wrong so wasted lot of time in installation.Whenever giving print command, after 7-8 pages of print, paper gets stuck. After pulling paper out, printer does not give remaining prints. So has to give print command again for remaining pages.Many times gives blank paper in between."
5,Really useful Printer forlow cost printing.It does not take too much time while you are doing print text/documents whatever may in Color or Grayscale.For this thanks to Amazon and Seller and off course delivery agent for their wonderful job.
4,"As per first use it's easy to install and quality of print is good, see after more use how the product is responding and the performance.I got 2 blank ink 170 ml and 3 color ink 70 ml but the printer whire is very short hardly 1 mt it should be 2 mt minimum. I not happy 😢 with printer usb cable very short rest all is good.Thnks hp and amzone delivered the product on time."
3,"It this range , printer should have at least 10 pages tray.. what is the point in putting each time putting single paper .. I take 8-10 prints every day but every time I need to stand near printer to put single sheet 😟"
5,"It’s a wifi printer, No duplex scan, you need to perform scan manually.Ink tank printer, clean print quality, value for the money.I was confused with Epson,but HP 419 has a small screen to give info regarding the print.Best for home or office usage."
5,"I'm writing this review after 1 month of usage. I'm a Property Lawyer and have to prepare lots of bonds, deeds and other legal instruments apart from this profession, I'm a photographer by Hobby. So I was looking for a Printer that can print office documents as well as sharp photos and after so much research I bought this. Fully satisfied with the product. The difference between 319 and 310 model is that with 319 you will get two bottles of black ink that will serve you for 1.5years while with 310 you will get only one bottle."
2,Poor print quality for photos. I purchased one week before and was very eager to print passport size photos and other photos at home. It disappointed me unconditionally. All my room decorating plans with photos collapsed. Please go for epson or canon than chossing hp
2,Colour print is not fulfilled expectations { money waisted } and less printing size options are available  . For color printing it is talking time  in between you can go and take one cup of tea in same time. Very Bad experience I had after 6 months please don’t waist your money
4,The product is good. But at first driver was not installed from Windows store. In that case you have to download and install driver manually from the hp website. Next point is Pathetic quality in phtocopy resolution is too poor in this case. Default scan resolution is also 200 dpi. If you want to sacn in 300/600 dpi you have to change the settings every time. Print quality is superb. I am missing my canon mg 3670 for auto duplex printing.
4,"The printer is really good as per my initial impression. Very easy to install and use. Talking about the features - A4 size printing and photostate, color printing quality is good and printing output time is very minimumal (approx 5 to 15 seconds. Just one thing is missing on this price range which is WiFi printing as one always need to plug in USB with printer on Laptop/Desktop."
3,Cons1) Prints 3-4 pages in a minute.2) Scanning a page at High resolution takes almost 3-5 minutes.3) Copier is also slow.Go for Epson wireless instead.
4,Overall satisfied..... Good product... looks wise very cool ... light weight.... easy to fill ink and easy to install printheads ..... but if u are not tech friendly or have no knowledge of PCs laptops then it could be difficult for u to download and install software and its drivers.... though tge guidelines are very clearly mentioned in guidebook.... now coming to print quality its ok ok... if u are using it for small scale purpose then i would recommend but if u gonna use it for printing photos then the quality is ok type... rest budget wise review i will update after using for sometime...
